Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Niños y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,No,Votos por el Si,Si,Votos validos,Votos totales,Cuantos salieron a votar,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
SAN LUIS,ANTIOQUIA,2691,48.15%,3788,37.41%,Zuluaga,67.18%,4613,45.56%,Zuluaga,10748,9.23,30.17,2727.83,151.22,16.73,1.28,7.04,0,Ninguno,0,2681,0.750770092,890,0.249229908,3571,3644,33.90%,57.14%,No,Si,8.33,0
SAN PEDRO,ANTIOQUIA,5216,37.77%,7607,42.94%,Zuluaga,72.32%,8201,46.29%,Zuluaga,18915,0.74,5.21,269.74,23.13,0.41,0.04,0,0,Ninguno,0,5334,0.743414634,1841,0.256585366,7175,7331,38.76%,47.29%,No,No,0,0
SAN PEDRO DE URABA,ANTIOQUIA,7057,38.84%,6859,28.97%,Santos,44.20%,9568,40.42%,Santos,25244,1.17,10.11,859.19,27.52,1.27,0.25,0.03,0,Ninguno,0,1982,0.490351311,2060,0.509648689,4042,4146,16.42%,55.29%,No,Si,5.28,0
SAN RAFAEL,ANTIOQUIA,3709,34.90%,5000,42.40%,Zuluaga,50.33%,5680,48.16%,Zuluaga,12155,8.05,40.02,1944.58,143.19,2.71,0.31,2.71,0,Ninguno,0,2295,0.611673774,1457,0.388326226,3752,4061,33.41%,51.85%,No,No,0,0
SAN ROQUE,ANTIOQUIA,3902,50.79%,4536,32.98%,Zuluaga,69.09%,5480,39.85%,Zuluaga,14580,3.54,17.34,512.09,68.6,1.8,0.36,0.18,0.24,Ninguno,0,2548,0.587909552,1786,0.412090448,4334,4466,30.63%,62.94%,No,No,0,0
SAN VICENTE,ANTIOQUIA,5228,52.81%,7556,47.98%,Zuluaga,79.14%,8464,53.75%,Zuluaga,16445,1.71,26.35,514.35,42.14,0.53,0.06,0.06,0,Ninguno,0,4238,0.720748299,1642,0.279251701,5880,6027,36.65%,57.75%,No,No,0,0
SANTA BARBARA,ANTIOQUIA,5764,37.18%,7374,34.46%,Zuluaga,60.48%,8560,40.01%,Zuluaga,22078,0.73,6.8,139.66,49.46,1.14,0,0,0,Ninguno,0,3788,0.643233147,2101,0.356766853,5889,6063,27.46%,53.46%,No,No,0,0
SANTA ROSA DE OSOS,ANTIOQUIA,7947,38.25%,12316,50.88%,Zuluaga,74.11%,12441,51.39%,Zuluaga,25810,0.69,7.67,57.92,30.05,0.64,0.03,0.03,0,Ninguno,0,6927,0.698920391,2984,0.301079609,9911,10280,39.83%,48.09%,No,No,0,0
SANTO DOMINGO,ANTIOQUIA,2689,39.25%,3442,40.58%,Zuluaga,58.96%,3938,46.43%,Zuluaga,9178,2.33,27.98,445.78,167.9,2.72,0.19,0.49,0,Ninguno,0,1681,0.607736804,1085,0.392263196,2766,2929,31.91%,80.95%,No,No,0,0
EL SANTUARIO,ANTIOQUIA,8927,50.84%,13328,53.00%,Zuluaga,76.39%,13630,54.20%,Zuluaga,26217,1.62,8.35,179.28,63.51,1.18,0.07,0.07,0,Ninguno,0,9020,0.730423516,3329,0.269576484,12349,12621,48.14%,15.95%,No,No,0,0
SEGOVIA,ANTIOQUIA,3052,19.92%,4559,18.77%,Lopez,41.12%,5268,21.68%,Santos,26169,5.92,38.29,339.93,88.95,1.43,0.64,0.91,0,Alto,3,3073,0.669644803,1516,0.330355197,4589,4684,17.90%,20.44%,No,Si,58.14,0
SONSON,ANTIOQUIA,7029,58.09%,10779,40.44%,Zuluaga,77.53%,12699,47.65%,Zuluaga,27198,3.91,20.71,663.4,73.8,9.78,0.4,1.97,0,Ninguno,0,6550,0.738527455,2319,0.261472545,8869,9293,34.17%,57.59%,No,Si,2.7,0
SOPETRAN,ANTIOQUIA,3651,35.65%,4008,34.86%,Zuluaga,53.28%,5220,45.40%,Zuluaga,12063,0.81,6.27,81.37,49.86,0.13,0.13,0,0,Ninguno,0,2266,0.547210819,1875,0.452789181,4141,4259,35.31%,53.04%,No,No,0,0
TAMESIS,ANTIOQUIA,5109,38.31%,5139,36.39%,Zuluaga,67.77%,6258,44.31%,Zuluaga,14473,0.48,9.48,122.6,51.79,0.69,0.14,0,0,Ninguno,0,2889,0.64659803,1579,0.35340197,4468,4579,31.64%,56.39%,No,No,0,0
TARAZA,ANTIOQUIA,5513,18.78%,4786,19.26%,Santos,30.03%,7235,29.11%,Santos,26186,4.67,34.57,647.92,67.93,2.21,0.64,5.43,0,Alto,3,2311,0.399274361,3477,0.600725639,5788,5988,22.87%,38.09%,No,Si,884.61,0
TARSO,ANTIOQUIA,2073,32.02%,1724,30.53%,Santos,48.31%,2542,45.02%,Santos,5883,0.38,8.27,62.83,33.7,0.51,0,0,0,Ninguno,0,691,0.578726968,503,0.421273032,1194,1230,20.91%,51.20%,No,No,0,0
TITIRIBI,ANTIOQUIA,2063,32.05%,2633,30.39%,Zuluaga,46.89%,3169,36.58%,Santos,8726,0.34,3.59,41.67,34.36,0.48,0,0.07,0,Ninguno,0,1362,0.647338403,742,0.352661597,2104,2180,24.98%,44.27%,No,No,0,0
TOLEDO,ANTIOQUIA,645,29.88%,1205,28.51%,Zuluaga,67.36%,1480,35.02%,Zuluaga,4383,16.55,85.68,598.36,96.97,1.24,0.31,1.39,0,Ninguno,0,507,0.388505747,798,0.611494253,1305,1429,32.60%,83.44%,No,No,0,0
TURBO,ANTIOQUIA,20855,22.95%,27181,34.41%,Santos,27.72%,36835,46.63%,Santos,84866,1.33,17.92,766.4,57.88,1.19,0.31,0.09,1.75,Ninguno,0,8887,0.438539354,11378,0.561460646,20265,20913,24.64%,60.20%,No,Si,45.44,0
URAMITA,ANTIOQUIA,1763,24.11%,1833,30.35%,Santos,36.02%,2479,41.05%,Santos,6351,2.67,34.14,874.12,113.24,2.92,0.24,0.12,0,Ninguno,0,813,0.460884354,951,0.539115646,1764,1825,28.74%,68.74%,No,No,0,0
URRAO,ANTIOQUIA,4550,48.77%,6485,30.86%,Zuluaga,65.29%,7615,36.24%,Zuluaga,22361,2.72,22.75,882.8,72,1.77,0.44,0.55,0,Ninguno,0,2959,0.528109941,2644,0.471890059,5603,5864,26.22%,61.03%,No,No,0,0
VALDIVIA,ANTIOQUIA,2593,27.50%,1873,16.33%,Santos,40.59%,3075,26.81%,Santos,12054,7.16,32.04,383.27,106.53,5.67,0.26,5.01,0,Alto,3,1069,0.499299393,1072,0.500700607,2141,2261,18.76%,70.52%,No,Si,189.59,0
VALPARAISO,ANTIOQUIA,1477,33.21%,2129,37.65%,Santos,51.84%,2587,45.76%,Zuluaga,5665,0.98,7.31,65.83,39.34,0.81,0,0,0,Ninguno,0,893,0.599328859,597,0.400671141,1490,1534,27.08%,45.51%,No,No,0,0
VEGACHI,ANTIOQUIA,2184,48.84%,2416,24.23%,Zuluaga,67.17%,3247,32.56%,Zuluaga,10165,6.36,47.23,577.91,132.1,2.8,0.75,0.65,0,Ninguno,0,1268,0.715979673,503,0.284020327,1771,1837,18.07%,40.08%,No,No,0,0
VENECIA,ANTIOQUIA,3213,39.37%,3223,30.31%,Zuluaga,57.99%,4358,40.98%,Zuluaga,10977,1.51,8.92,66.74,25.02,0.53,0,0.08,0,Ninguno,0,1767,0.616969274,1097,0.383030726,2864,2916,26.56%,48.89%,No,No,0,0
VIGIA DEL FUERTE,ANTIOQUIA,2191,16.18%,1619,32.14%,Santos,14.73%,2145,42.58%,Santos,5245,5.19,55.66,2478.79,32.4,2.51,0.72,0.18,0,Ninguno,0,86,0.039722864,2079,0.960277136,2165,2187,41.70%,62.46%,Si,No,0,0
YALI,ANTIOQUIA,1286,35.94%,1191,21.73%,Zuluaga,53.41%,1760,32.11%,Zuluaga,6006,2.38,12.74,223.93,85,4.4,0.24,0,0,Ninguno,0,692,0.612931798,437,0.387068202,1129,1160,19.31%,61.71%,No,Si,12.37,0
YARUMAL,ANTIOQUIA,7294,39.21%,10706,33.50%,Zuluaga,71.14%,10997,34.41%,Zuluaga,33092,2.82,13.32,156.34,55.06,3.12,0.11,1.33,0,Bajo,1,6091,0.674379982,2941,0.325620018,9032,9483,28.66%,34.93%,No,Si,3.16,0
YOLOMBO,ANTIOQUIA,3616,42.89%,4173,26.84%,Zuluaga,60.18%,4930,31.71%,Zuluaga,15878,2.42,15.95,266.04,88.01,2.05,0.37,0.53,0,Ninguno,0,2055,0.604589585,1344,0.395410415,3399,3512,22.12%,69.84%,No,Si,1.44,0
YONDO,ANTIOQUIA,3218,24.96%,4335,39.14%,Santos,31.58%,5510,49.75%,Santos,12182,2.84,13.43,843.46,35.12,1.74,0.32,0.26,0,Intermedio,2,2810,0.541843425,2376,0.458156575,5186,5376,44.13%,49.72%,No,Si,3.08,0
ZARAGOZA,ANTIOQUIA,3593,21.01%,3889,21.89%,Santos,41.15%,5329,30.00%,Santos,18939,3.69,24.8,505.48,37.84,0.67,0.16,0.35,0,Alto,3,1726,0.507945851,1672,0.492054149,3398,3545,18.72%,54.45%,No,Si,66.82,0
BARRANQUILLA,ATLANTICO,364105,21.51%,219179,22.63%,Santos,23.75%,361071,37.29%,Santos,1029268,0.11,0.68,5.62,3.29,0.04,0,0,0,Ninguno,0,108178,0.425534091,146039,0.574465909,254217,256375,24.91%,0.35%,No,No,0,0
BARANOA,ATLANTICO,27437,10.48%,13815,31.34%,Santos,11.13%,24591,55.79%,Santos,45824,0.09,0.74,11.38,4.18,0.03,0,0,0,Ninguno,0,3416,0.276554404,8936,0.723445596,12352,12549,27.39%,16.10%,No,No,0,0
CAMPO DE LA CRUZ,ATLANTICO,8526,25.54%,3919,20.95%,Santos,29.97%,6109,32.65%,Santos,19302,0,0.38,9.01,2.48,0,0,0,0,Ninguno,0,1057,0.379533214,1728,0.620466786,2785,2812,14.57%,12.42%,No,No,0,0
CANDELARIA,ATLANTICO,5932,10.30%,3485,32.47%,Santos,10.94%,5538,51.59%,Santos,11294,0,0,7.12,2,0.32,0,0,0,Ninguno,0,906,0.303619303,2078,0.696380697,2984,3034,26.86%,23.51%,No,No,0,0
GALAPA,ATLANTICO,16440,17.54%,9363,28.14%,Santos,13.48%,15673,47.11%,Santos,34607,0,0.5,12.17,3.12,0,0.02,0,0,Ninguno,0,3176,0.379813442,5186,0.620186558,8362,8464,24.46%,9.38%,No,No,0,0
JUAN DE ACOSTA,ATLANTICO,10399,19.04%,4038,23.23%,Santos,22.38%,6806,39.16%,Santos,17179,0,0.23,4.46,2.35,0,0,0,0,Ninguno,0,1082,0.311725727,2389,0.688274273,3471,3500,20.37%,32.86%,No,No,0,0
LURUACO,ATLANTICO,13260,24.40%,5663,24.93%,Santos,23.57%,9945,43.78%,Santos,23080,0.18,2.94,27.65,9.11,0,0.04,0,0,Ninguno,0,1246,0.354884648,2265,0.645115352,3511,3564,15.44%,50.24%,No,No,0,0
MALAMBO,ATLANTICO,32941,20.17%,16571,24.61%,Santos,18.55%,29930,44.45%,Santos,74964,0.07,0.74,8.38,3.42,0.04,0,0,0,Ninguno,0,6908,0.439496119,8810,0.560503881,15718,15857,21.15%,5.77%,No,No,0,0
MANATI,ATLANTICO,6063,11.11%,3267,25.50%,Santos,9.97%,5729,44.72%,Santos,13416,0,0.94,10.56,2.14,0,0,0,0,Ninguno,0,317,0.160343955,1660,0.839656045,1977,1995,14.87%,9.73%,No,No,0,0
PALMAR DE VARELA,ATLANTICO,10682,8.72%,5043,26.43%,Santos,9.33%,9047,47.41%,Santos,19636,0,0.43,5.38,1.02,0.04,0,0,0,Ninguno,0,1117,0.280090271,2871,0.719909729,3988,4265,21.72%,2.61%,No,No,0,0
PIOJO,ATLANTICO,3588,29.34%,1701,30.04%,Santos,31.27%,2565,45.30%,Santos,5409,0,5.25,90.82,5.45,0,0,0,0,Ninguno,0,391,0.259111995,1118,0.740888005,1509,1537,28.42%,52.06%,No,No,0,0
POLONUEVO,ATLANTICO,7093,7.56%,4164,35.75%,Santos,9.02%,6653,57.12%,Santos,12246,0,0.19,9.86,4.67,0,0,0,0,Ninguno,0,639,0.188774003,2746,0.811225997,3385,3437,28.07%,17.96%,No,No,0,0
PONEDERA,ATLANTICO,9640,29.97%,4561,26.49%,Santos,27.93%,7859,45.64%,Santos,17776,0.13,1.02,9.88,8.42,0.18,0,0,0,Ninguno,0,1421,0.367563373,2445,0.632436627,3866,3909,21.99%,49.25%,No,No,0,0
PUERTO COLOMBIA,ATLANTICO,15765,16.07%,8748,28.63%,Santos,20.56%,13773,45.07%,Santos,31487,0,0.78,6.45,4,0,0,0,0,Ninguno,0,3565,0.384739909,5701,0.615260091,9266,9330,29.63%,17.93%,No,No,0,0
REPELON,ATLANTICO,10334,7.28%,6603,37.76%,Santos,9.22%,9054,51.78%,Santos,18423,0.72,0.83,44.82,7.04,0.08,0,0,0,Ninguno,0,829,0.199566683,3325,0.800433317,4154,4213,22.87%,32.16%,No,No,0,0
SABANAGRANDE,ATLANTICO,12679,15.59%,6766,30.75%,Santos,15.68%,11387,51.75%,Santos,22784,0.09,2.04,15.84,5.1,0.03,0,0,0,Ninguno,0,1835,0.360794337,3251,0.639205663,5086,5132,22.52%,3.31%,No,No,0,0
SABANALARGA,ATLANTICO,38125,11.01%,22579,36.75%,Santos,11.91%,35318,57.49%,Santos,64908,0.15,0.63,10.01,5.54,0.08,0,0,0,Ninguno,0,4663,0.266244148,12851,0.733755852,17514,18077,27.85%,18.42%,No,No,0,0
SANTA LUCIA,ATLANTICO,5067,19.74%,2553,27.72%,Santos,21.89%,4184,45.43%,Santos,9928,0,0.17,10.88,2.61,0,0,0,0,Ninguno,0,481,0.246919918,1467,0.753080082,1948,1969,19.83%,5.72%,No,No,0,0
SANTO TOMAS,ATLANTICO,14799,14.31%,6158,24.70%,Santos,13.10%,11502,46.14%,Santos,25858,0.04,1.1,7.78,5.34,0.04,0,0,0,Ninguno,0,1614,0.283058576,4088,0.716941424,5702,5743,22.21%,3.60%,No,No,0,0
SOLEDAD,ATLANTICO,105752,18.07%,54092,21.30%,Santos,17.81%,102043,40.19%,Santos,264289,0.06,0.42,4.34,2.85,0.01,0,0,0,Ninguno,0,23487,0.410238944,33765,0.589761056,57252,57785,21.86%,0.10%,No,No,0,0
SUAN,ATLANTICO,4825,10.53%,3248,35.03%,Santos,12.51%,4326,46.65%,Santos,9555,0,1.15,12.93,2.19,0.12,0,0,0,Ninguno,0,585,0.241535921,1837,0.758464079,2422,2428,25.41%,3.66%,No,No,0,0
TUBARA,ATLANTICO,6028,11.72%,3609,37.72%,Santos,15.15%,5253,54.90%,Santos,9481,0.09,0.73,17.24,8.62,0.18,0,0,0,Ninguno,0,898,0.322325915,1888,0.677674085,2786,2819,29.73%,41.04%,No,No,0,0
USIACURI,ATLANTICO,5169,7.55%,2451,33.58%,Santos,9.53%,4208,57.64%,Santos,7497,0,0.21,3.39,2.23,0,0,0,0,Ninguno,0,489,0.225761773,1677,0.774238227,2166,2195,29.28%,10.65%,No,No,0,0
BOGOTA D.C.,BOGOTA D.C.,1352265,21.57%,2514235,48.31%,Zuluaga,42.21%,2548057,48.96%,Santos,5547172,0.17,0.33,1.46,0.57,0.03,0.01,0,0,Ninguno,0,1114933,0.43920159,1423612,0.56079841,2538545,2570359,46.34%,0.21%,No,No,0,0
CARTAGENA,BOLIVAR,206667,29.66%,153664,22.20%,Zuluaga,41.30%,217597,31.43%,Santos,732774,0.08,0.83,15.08,2.37,0.05,0.01,0.01,0,Ninguno,0,64735,0.442677881,81500,0.557322119,146235,147441,20.12%,4.30%,No,No,0,0
ACHI,BOLIVAR,7713,71.10%,5498,35.97%,Zuluaga,72.45%,7285,47.66%,Zuluaga,15748,1.45,11.39,790.24,9.34,2.6,0.04,0.17,0,Ninguno,0,1874,0.303187187,4307,0.696812813,6181,6329,40.19%,82.26%,No,Si,3.77,0
ALTOS DEL ROSARIO,BOLIVAR,2719,32.86%,2203,35.49%,Santos,38.00%,2737,44.10%,Santos,6667,0.5,5.31,818.87,6.38,1.43,0,0.22,0,Ninguno,0,601,0.433309301,786,0.566690699,1387,1424,21.36%,41.87%,No,No,0,0
ARENAL,BOLIVAR,1994,20.32%,1550,29.23%,Santos,29.60%,2162,40.78%,Santos,5625,1.76,5.91,373.38,11.24,1.4,0.26,0.67,0,Ninguno,0,229,0.119332986,1690,0.880667014,1919,1950,34.67%,72.73%,No,Si,10.57,0
ARJONA,BOLIVAR,17771,26.30%,12266,25.35%,Santos,33.04%,18389,38.00%,Santos,51077,0.16,2.19,32.32,7.08,0.12,0,0,0,Ninguno,0,3642,0.376550868,6030,0.623449132,9672,9785,19.16%,21.40%,No,No,0,0
ARROYOHONDO,BOLIVAR,3137,44.13%,1822,27.82%,Zuluaga,51.30%,2612,39.88%,Zuluaga,7362,0.7,6.77,104.2,6.48,0.4,0,0,0,Ninguno,0,363,0.245104659,1118,0.754895341,1481,1516,20.59%,33.57%,No,No,0,0
BARRANCO DE LOBA,BOLIVAR,4249,48.06%,3660,34.81%,Zuluaga,61.29%,4528,43.07%,Zuluaga,11068,0.61,12.16,863.55,12.05,1.38,0,0.33,0,Ninguno,0,1284,0.467078938,1465,0.532921062,2749,2830,25.57%,65.51%,No,No,0,0
CALAMAR,BOLIVAR,6696,34.79%,5576,32.89%,Santos,40.28%,7498,44.22%,Santos,17670,0.17,19.82,206.11,18.89,0.76,0,0,0,Ninguno,0,1490,0.41046832,2140,0.58953168,3630,3715,21.02%,43.71%,No,No,0,0
CANTAGALLO,BOLIVAR,2791,21.06%,1747,29.38%,Santos,24.84%,2730,45.91%,Santos,6076,1.6,11.82,1385.5,20.65,0.96,1.06,2.77,0,Alto,3,732,0.28045977,1878,0.71954023,2610,2671,43.96%,53.22%,No,Si,44.86,0
CICUCO,BOLIVAR,4525,17.62%,3144,35.96%,Santos,22.69%,4456,50.96%,Santos,9346,0.45,1.62,76.77,1.62,0.09,0,0,0,Ninguno,0,856,0.291354663,2082,0.708645337,2938,2988,31.97%,32.84%,No,No,0,0
CORDOBA,BOLIVAR,8065,30.33%,5713,44.17%,Santos,33.65%,6876,53.16%,Santos,13053,3.71,27.12,2253.85,54.81,1.05,0.16,0.16,0,Ninguno,0,1001,0.216995448,3612,0.783004552,4613,4722,36.18%,74.91%,No,No,0,0
CLEMENCIA,BOLIVAR,4699,22.21%,2913,30.47%,Santos,28.23%,4222,44.16%,Santos,10304,0.08,5.77,121.55,8.93,0.16,0,0,0,Ninguno,0,590,0.339861751,1146,0.660138249,1736,1772,17.20%,16.94%,No,No,0,0
EL CARMEN DE BOLIVAR,BOLIVAR,21366,49.76%,17684,34.82%,Zuluaga,49.56%,23542,46.35%,Zuluaga,53418,4.23,16.91,1638.99,47.43,1.45,0.21,1.22,8.22,Ninguno,0,7290,0.467997689,8287,0.532002311,15577,15922,29.81%,21.16%,No,No,0,0
EL GUAMO,BOLIVAR,3519,29.63%,2332,33.05%,Santos,31.23%,3135,44.44%,Santos,7284,6.31,29.99,602.45,22.14,0.64,0,0,0,Ninguno,0,405,0.204236006,1578,0.795763994,1983,2017,27.69%,44.02%,No,No,0,0
EL PENON,BOLIVAR,2911,40.51%,1807,32.94%,Santos,47.68%,2542,46.34%,Santos,5820,0.21,14.85,229.73,4.13,0.1,0,0,0,Ninguno,0,574,0.386531987,911,0.613468013,1485,1519,26.10%,59.40%,No,No,0,0
HATILLO DE LOBA,BOLIVAR,4711,49.84%,3355,34.89%,Zuluaga,50.76%,4188,43.56%,Zuluaga,9848,0.08,1.58,65.35,3.24,0.08,0,0,0,Ninguno,0,1285,0.492903721,1322,0.507096279,2607,2648,26.89%,71.42%,No,No,0,0
MAGANGUE,BOLIVAR,38699,27.35%,28572,31.99%,Santos,32.46%,39043,43.72%,Santos,93554,0.19,3.2,127.66,6.86,0.4,0.01,0.02,0,Ninguno,0,9966,0.37687188,16478,0.62312812,26444,26911,28.77%,30.95%,No,No,0,0
MAHATES,BOLIVAR,8698,39.18%,5094,27.36%,Santos,42.13%,7272,39.05%,Santos,19421,0.69,11.33,216.6,9.07,0.5,0,0,0,Ninguno,0,1222,0.302400396,2819,0.697599604,4041,4121,21.22%,61.85%,No,No,0,0
MARGARITA,BOLIVAR,3256,40.77%,2529,29.89%,Santos,45.30%,3402,40.21%,Santos,8814,0.2,3.11,69.94,10.34,0.2,0,0,0,Ninguno,0,919,0.403070175,1361,0.596929825,2280,2326,26.39%,82.35%,No,No,0,0
MARIA LA BAJA,BOLIVAR,12575,19.50%,10061,27.98%,Santos,21.71%,14945,41.56%,Santos,37800,0.76,19.18,667.58,18.81,0.91,0.08,0.02,3.82,Ninguno,0,1761,0.200798176,7009,0.799201824,8770,8940,23.65%,56.42%,No,No,0,0
MONTECRISTO,BOLIVAR,3624,36.70%,2180,26.00%,Santos,41.40%,2751,32.81%,Santos,8357,39.37,46.27,1239.17,13.75,6.07,0.51,0.78,0,Alto,3,395,0.192965315,1652,0.807034685,2047,2099,25.12%,48.72%,No,Si,214.14,0
MOMPOS,BOLIVAR,15195,28.96%,8863,26.37%,Santos,34.83%,13352,39.73%,Santos,34934,0.16,2.88,73.55,7.65,0.29,0,0,0,Ninguno,0,3036,0.368715084,5198,0.631284916,8234,8361,23.93%,41.92%,No,No,0,0
MORALES,BOLIVAR,4370,44.06%,3804,36.89%,Zuluaga,47.87%,5030,48.78%,Santos,10842,1.91,10.42,668.2,22.98,5.58,0.56,1.02,0,Alto,3,2206,0.53259295,1936,0.46740705,4142,4215,38.88%,72.49%,No,Si,36.4,0
NOROSI,BOLIVAR,1344,25.60%,1121,31.01%,Santos,33.23%,1547,42.79%,Santos,3698,4.44,16.42,513.23,13.52,1.55,0.97,0.77,0,Intermedio,2,177,0.154450262,969,0.845549738,1146,1169,31.61%,61.94%,No,Si,11.68,0
PINILLOS,BOLIVAR,7193,32.23%,5476,35.18%,Santos,45.01%,6740,43.30%,Santos,16205,0.48,7.58,313.9,3.02,0.95,0,0.04,0,Ninguno,0,1885,0.388019761,2973,0.611980239,4858,4948,30.53%,89.25%,No,No,0,0
REGIDOR,BOLIVAR,2208,23.03%,1611,37.61%,Santos,31.33%,2234,52.15%,Santos,4492,0.19,5.71,302.28,7.02,0.84,0,0.19,0,Ninguno,0,323,0.228268551,1092,0.771731449,1415,1437,31.99%,58.44%,No,No,0,0
RIO VIEJO,BOLIVAR,3109,35.68%,2063,36.30%,Santos,42.79%,2842,50.01%,Santos,5875,0.82,7.02,693.1,7.73,2.67,0.11,0.05,0,Alto,3,639,0.300423131,1488,0.699576869,2127,2177,37.06%,49.28%,No,Si,11.54,0
SAN CRISTOBAL,BOLIVAR,3443,10.44%,2050,33.87%,Santos,16.87%,2982,49.26%,Santos,6462,0,4.78,99.94,10.76,0,0,0,0,Ninguno,0,249,0.132517296,1630,0.867482704,1879,1893,29.29%,16.95%,No,No,0,0
SAN ESTANISLAO,BOLIVAR,6389,25.53%,4293,31.65%,Santos,29.33%,6076,44.80%,Santos,14001,0.06,3.12,79.66,5.19,0,0,0,0,Ninguno,0,869,0.313831708,1900,0.686168292,2769,2804,20.03%,26.62%,No,No,0,0
SAN FERNANDO,BOLIVAR,3680,32.87%,2075,26.49%,Santos,28.55%,2939,37.52%,Santos,7937,0.07,0.87,41.6,4.04,0.22,0,0,0,Ninguno,0,428,0.180058898,1949,0.819941102,2377,2409,30.35%,78.68%,No,No,0,0
SAN JACINTO,BOLIVAR,10741,41.01%,7942,41.01%,Santos,43.30%,10364,53.51%,Santos,20212,3.89,27.35,1631.57,44.88,4.96,0.14,0.93,2.27,Ninguno,0,2477,0.398680187,3736,0.601319813,6213,6348,31.41%,3.99%,No,Si,64.42,0
SAN JACINTO DEL CAUCA,BOLIVAR,3127,46.65%,1987,30.28%,Zuluaga,48.61%,3129,47.68%,Santos,6809,2.33,6.41,260.22,8.67,0.87,0,0.15,0,Ninguno,0,612,0.305847076,1389,0.694152924,2001,2039,29.95%,72.18%,No,No,0,0
SAN JUAN DE NEPOMUCENO,BOLIVAR,13635,47.59%,8634,29.72%,Zuluaga,45.34%,12921,44.48%,Santos,30146,1.75,15.73,852.69,31.47,1.07,0.03,0.18,1.37,Ninguno,0,3287,0.39033369,5134,0.60966631,8421,8618,28.59%,21.47%,No,No,0,0
SAN MARTIN DE LOBA,BOLIVAR,4502,40.41%,3034,29.27%,Zuluaga,48.02%,4298,41.46%,Santos,10724,3.56,13.85,584.66,15.43,1.13,0,0.17,0,Ninguno,0,856,0.305823508,1943,0.694176492,2799,2841,26.49%,57.36%,No,No,0,0
SAN PABLO,BOLIVAR,6820,28.43%,4871,29.83%,Santos,35.62%,7119,43.60%,Santos,17280,4.2,11.96,1179.8,39.78,4.47,0.73,1.62,0,Alto,3,2940,0.512016719,2802,0.487983281,5742,5958,34.48%,12.32%,No,Si,229.54,0
SANTA CATALINA,BOLIVAR,4922,14.67%,2917,26.19%,Santos,16.01%,4821,43.29%,Santos,11565,0.38,4.51,75.88,9.1,0.08,0,0,0,Ninguno,0,553,0.239186851,1759,0.760813149,2312,2448,21.17%,63.97%,No,No,0,0
SANTA ROSA,BOLIVAR,5579,23.62%,2261,18.39%,Santos,33.10%,4351,35.39%,Santos,13161,2.16,15.71,493.57,21.86,2.12,0.61,1.69,0,Ninguno,0,609,0.350402762,1129,0.649597238,1738,1771,13.46%,35.42%,No,No,0,0
SANTA ROSA DEL SUR,BOLIVAR,6050,42.63%,6566,39.08%,Zuluaga,62.91%,7743,46.08%,Zuluaga,19146,2.89,10.03,364.36,13.15,2.21,0.51,0.95,0,Alto,3,4421,0.625406705,2648,0.374593295,7069,7238,37.80%,47.38%,No,Si,307.29,0
SIMITI,BOLIVAR,4416,35.13%,3729,31.56%,Zuluaga,49.45%,4892,41.41%,Zuluaga,11953,5.3,32.32,879.37,36.21,7.19,0.29,1.51,0,Alto,3,1783,0.504242081,1753,0.495757919,3536,3652,30.55%,52.48%,No,Si,69.95,0
SOPLAVIENTO,BOLIVAR,3270,8.90%,2729,35.14%,Santos,11.39%,4197,54.05%,Santos,7990,0.24,3.19,33.9,3.31,0,0,0,0,Ninguno,0,324,0.146473779,1888,0.853526221,2212,2242,28.06%,2.39%,No,No,0,0
TALAIGUA NUEVO,BOLIVAR,4268,35.80%,3184,36.81%,Santos,40.37%,4308,49.81%,Santos,8861,0.09,1.49,61.91,4.74,0,0.09,0.09,0,Ninguno,0,1045,0.358490566,1870,0.641509434,2915,2968,33.50%,53.13%,No,No,0,0
TIQUISIO (PUERTO RICO),BOLIVAR,5337,55.87%,3195,27.67%,Zuluaga,53.49%,4661,40.36%,Zuluaga,12563,2.71,12.73,1240.1,18.42,6.36,0.44,0.44,0,Ninguno,0,1366,0.44757536,1686,0.55242464,3052,3108,24.74%,72.92%,No,Si,39.16,0
TURBACO,BOLIVAR,21262,26.16%,12440,22.47%,Santos,35.72%,17908,32.34%,Santos,58808,0.11,2.25,46.76,7.53,0.18,0,0,0,Ninguno,0,3957,0.40034399,5927,0.59965601,9884,9954,16.93%,7.39%,No,No,0,0
TURBANA,BOLIVAR,6379,28.92%,3818,28.15%,Santos,38.77%,5848,43.12%,Santos,13769,0,3.66,44.51,11.78,0.13,0,0,0,Ninguno,0,781,0.311279394,1728,0.688720606,2509,2543,18.47%,7.55%,No,No,0,0
